id,product_id,sku,quantity_available,reserved_quantity,reorder_threshold,warehouse_location,shelf_location,last_updated,status
119,119,SKU37957,500,0,20,WH2,SHELF119,'2025-05-13 10:00:00',LOW_STOCK
120,120,SKU57629,500,0,20,WH1,SHELF120,'2025-05-13 10:00:00',OUT_OF_STOCK
121,121,SKU37844,500,0,20,WH3,SHELF121,'2025-05-13 10:00:00',IN_STOCK
122,122,SKU48943,500,0,20,WH2,SHELF122,'2025-05-13 10:00:00',LOW_STOCK
123,123,SKU84342,500,0,20,WH1,SHELF123,'2025-05-13 10:00:00',OUT_OF_STOCK
124,124,SKU43186,500,0,20,WH3,SHELF124,'2025-05-13 10:00:00',IN_STOCK
125,125,SKU89895,500,0,20,WH2,SHELF125,'2025-05-13 10:00:00',LOW_STOCK
126,126,SKU70054,500,0,20,WH1,SHELF126,'2025-05-13 10:00:00',OUT_OF_STOCK
127,127,SKU66817,500,0,20,WH3,SHELF127,'2025-05-13 10:00:00',IN_STOCK
128,128,SKU46535,500,0,20,WH2,SHELF128,'2025-05-13 10:00:00',LOW_STOCK
129,129,SKU64199,500,0,20,WH1,SHELF129,'2025-05-13 10:00:00',OUT_OF_STOCK
130,130,SKU48718,500,0,20,WH3,SHELF130,'2025-05-13 10:00:00',IN_STOCK
131,131,SKU42682,500,0,20,WH2,SHELF131,'2025-05-13 10:00:00',LOW_STOCK
132,132,SKU81148,500,0,20,WH1,SHELF132,'2025-05-13 10:00:00',OUT_OF_STOCK
133,133,SKU14300,500,0,20,WH3,SHELF133,'2025-05-13 10:00:00',IN_STOCK
134,134,SKU36493,500,0,20,WH2,SHELF134,'2025-05-13 10:00:00',LOW_STOCK
135,135,SKU88002,500,0,20,WH1,SHELF135,'2025-05-13 10:00:00',OUT_OF_STOCK
136,136,SKU67866,500,0,20,WH3,SHELF136,'2025-05-13 10:00:00',IN_STOCK
137,137,SKU91025,500,0,20,WH2,SHELF137,'2025-05-13 10:00:00',LOW_STOCK
138,138,SKU85877,500,0,20,WH1,SHELF138,'2025-05-13 10:00:00',OUT_OF_STOCK
139,139,SKU48909,500,0,20,WH3,SHELF139,'2025-05-13 10:00:00',IN_STOCK
140,140,SKU88780,500,0,20,WH2,SHELF140,'2025-05-13 10:00:00',LOW_STOCK
141,141,SKU26918,500,0,20,WH1,SHELF141,'2025-05-13 10:00:00',OUT_OF_STOCK
142,142,SKU27876,500,0,20,WH3,SHELF142,'2025-05-13 10:00:00',IN_STOCK
143,143,SKU35502,500,0,20,WH2,SHELF143,'2025-05-13 10:00:00',LOW_STOCK
144,144,SKU66731,500,0,20,WH1,SHELF144,'2025-05-13 10:00:00',OUT_OF_STOCK
145,145,SKU10792,500,0,20,WH3,SHELF145,'2025-05-13 10:00:00',IN_STOCK
146,146,SKU32430,500,0,20,WH2,SHELF146,'2025-05-13 10:00:00',LOW_STOCK
147,147,SKU40200,500,0,20,WH1,SHELF147,'2025-05-13 10:00:00',OUT_OF_STOCK
148,148,SKU28562,500,0,20,WH3,SHELF148,'2025-05-13 10:00:00',IN_STOCK
149,149,SKU60351,500,0,20,WH2,SHELF149,'2025-05-13 10:00:00',LOW_STOCK
150,150,SKU79014,500,0,20,WH1,SHELF150,'2025-05-13 10:00:00',OUT_OF_STOCK
151,151,SKU70066,500,0,20,WH3,SHELF151,'2025-05-13 10:00:00',IN_STOCK
152,152,SKU81772,500,0,20,WH2,SHELF152,'2025-05-13 10:00:00',LOW_STOCK
153,153,SKU42228,500,0,20,WH1,SHELF153,'2025-05-13 10:00:00',OUT_OF_STOCK
154,154,SKU31434,500,0,20,WH3,SHELF154,'2025-05-13 10:00:00',IN_STOCK
155,155,SKU87777,500,0,20,WH2,SHELF155,'2025-05-13 10:00:00',LOW_STOCK
156,156,SKU78440,500,0,20,WH1,SHELF156,'2025-05-13 10:00:00',OUT_OF_STOCK
157,157,SKU65113,500,0,20,WH3,SHELF157,'2025-05-13 10:00:00',IN_STOCK
158,158,SKU68293,500,0,20,WH2,SHELF158,'2025-05-13 10:00:00',LOW_STOCK
159,159,SKU81384,500,0,20,WH1,SHELF159,'2025-05-13 10:00:00',OUT_OF_STOCK
160,160,SKU94612,500,0,20,WH3,SHELF160,'2025-05-13 10:00:00',IN_STOCK
161,161,SKU31970,500,0,20,WH2,SHELF161,'2025-05-13 10:00:00',LOW_STOCK
162,162,SKU71453,500,0,20,WH1,SHELF162,'2025-05-13 10:00:00',OUT_OF_STOCK
163,163,SKU26757,500,0,20,WH3,SHELF163,'2025-05-13 10:00:00',IN_STOCK
164,164,SKU15308,500,0,20,WH2,SHELF164,'2025-05-13 10:00:00',LOW_STOCK
165,165,SKU53765,500,0,20,WH1,SHELF165,'2025-05-13 10:00:00',OUT_OF_STOCK
166,166,SKU65097,500,0,20,WH3,SHELF166,'2025-05-13 10:00:00',IN_STOCK
167,167,SKU87066,500,0,20,WH2,SHELF167,'2025-05-13 10:00:00',LOW_STOCK
168,168,SKU21818,500,0,20,WH1,SHELF168,'2025-05-13 10:00:00',OUT_OF_STOCK
169,169,SKU14480,500,0,20,WH3,SHELF169,'2025-05-13 10:00:00',IN_STOCK
170,170,SKU17357,500,0,20,WH2,SHELF170,'2025-05-13 10:00:00',LOW_STOCK
171,171,SKU45423,500,0,20,WH1,SHELF171,'2025-05-13 10:00:00',OUT_OF_STOCK
172,172,SKU84180,500,0,20,WH3,SHELF172,'2025-05-13 10:00:00',IN_STOCK
173,173,SKU98859,500,0,20,WH2,SHELF173,'2025-05-13 10:00:00',LOW_STOCK
174,174,SKU22480,500,0,20,WH1,SHELF174,'2025-05-13 10:00:00',OUT_OF_STOCK
175,175,SKU62833,500,0,20,WH3,SHELF175,'2025-05-13 10:00:00',IN_STOCK
176,176,SKU30713,500,0,20,WH2,SHELF176,'2025-05-13 10:00:00',LOW_STOCK
177,177,SKU79540,500,0,20,WH1,SHELF177,'2025-05-13 10:00:00',OUT_OF_STOCK
178,178,SKU41606,500,0,20,WH3,SHELF178,'2025-05-13 10:00:00',IN_STOCK
179,179,SKU73143,500,0,20,WH2,SHELF179,'2025-05-13 10:00:00',LOW_STOCK
180,180,SKU54161,500,0,20,WH1,SHELF180,'2025-05-13 10:00:00',OUT_OF_STOCK
181,181,SKU94115,500,0,20,WH3,SHELF181,'2025-05-13 10:00:00',IN_STOCK
182,182,SKU52044,500,0,20,WH2,SHELF182,'2025-05-13 10:00:00',LOW_STOCK
183,183,SKU59139,500,0,20,WH1,SHELF183,'2025-05-13 10:00:00',OUT_OF_STOCK
184,184,SKU66838,500,0,20,WH3,SHELF184,'2025-05-13 10:00:00',IN_STOCK
185,185,SKU80253,500,0,20,WH2,SHELF185,'2025-05-13 10:00:00',LOW_STOCK
186,186,SKU62797,500,0,20,WH1,SHELF186,'2025-05-13 10:00:00',OUT_OF_STOCK
187,187,SKU54272,500,0,20,WH3,SHELF187,'2025-05-13 10:00:00',IN_STOCK
188,188,SKU18275,500,0,20,WH2,SHELF188,'2025-05-13 10:00:00',LOW_STOCK
189,189,SKU88554,500,0,20,WH1,SHELF189,'2025-05-13 10:00:00',OUT_OF_STOCK
190,190,SKU99434,500,0,20,WH3,SHELF190,'2025-05-13 10:00:00',IN_STOCK
191,191,SKU86771,500,0,20,WH2,SHELF191,'2025-05-13 10:00:00',LOW_STOCK
192,192,SKU87100,500,0,20,WH1,SHELF192,'2025-05-13 10:00:00',OUT_OF_STOCK
193,193,SKU82386,500,0,20,WH3,SHELF193,'2025-05-13 10:00:00',IN_STOCK
194,194,SKU68192,500,0,20,WH2,SHELF194,'2025-05-13 10:00:00',LOW_STOCK
195,195,SKU57405,500,0,20,WH1,SHELF195,'2025-05-13 10:00:00',OUT_OF_STOCK
196,196,SKU88287,500,0,20,WH3,SHELF196,'2025-05-13 10:00:00',IN_STOCK
197,197,SKU23709,500,0,20,WH2,SHELF197,'2025-05-13 10:00:00',LOW_STOCK
198,198,SKU45931,500,0,20,WH1,SHELF198,'2025-05-13 10:00:00',OUT_OF_STOCK
199,199,SKU57623,500,0,20,WH3,SHELF199,'2025-05-13 10:00:00',IN_STOCK
200,200,SKU89727,500,0,20,WH2,SHELF200,'2025-05-13 10:00:00',LOW_STOCK
201,201,SKU56510,500,0,20,WH1,SHELF201,'2025-05-13 10:00:00',OUT_OF_STOCK
202,202,SKU72940,500,0,20,WH3,SHELF202,'2025-05-13 10:00:00',IN_STOCK
203,203,SKU31699,500,0,20,WH2,SHELF203,'2025-05-13 10:00:00',LOW_STOCK
204,204,SKU21240,500,0,20,WH1,SHELF204,'2025-05-13 10:00:00',OUT_OF_STOCK
205,205,SKU55905,500,0,20,WH3,SHELF205,'2025-05-13 10:00:00',IN_STOCK
206,206,SKU61647,500,0,20,WH2,SHELF206,'2025-05-13 10:00:00',LOW_STOCK
207,207,SKU99113,500,0,20,WH1,SHELF207,'2025-05-13 10:00:00',OUT_OF_STOCK
208,208,SKU46278,500,0,20,WH3,SHELF208,'2025-05-13 10:00:00',IN_STOCK
209,209,SKU98309,500,0,20,WH2,SHELF209,'2025-05-13 10:00:00',LOW_STOCK
210,210,SKU28175,500,0,20,WH1,SHELF210,'2025-05-13 10:00:00',OUT_OF_STOCK
211,211,SKU49089,500,0,20,WH3,SHELF211,'2025-05-13 10:00:00',IN_STOCK
212,212,SKU99096,500,0,20,WH2,SHELF212,'2025-05-13 10:00:00',LOW_STOCK
213,213,SKU23987,500,0,20,WH1,SHELF213,'2025-05-13 10:00:00',OUT_OF_STOCK
214,214,SKU10877,500,0,20,WH3,SHELF214,'2025-05-13 10:00:00',IN_STOCK
215,215,SKU16636,500,0,20,WH2,SHELF215,'2025-05-13 10:00:00',LOW_STOCK
216,216,SKU33413,500,0,20,WH1,SHELF216,'2025-05-13 10:00:00',OUT_OF_STOCK
217,217,SKU25281,500,0,20,WH3,SHELF217,'2025-05-13 10:00:00',IN_STOCK
218,218,SKU21893,500,0,20,WH2,SHELF218,'2025-05-13 10:00:00',LOW_STOCK
219,219,SKU16566,500,0,20,WH1,SHELF219,'2025-05-13 10:00:00',OUT_OF_STOCK
220,220,SKU19487,500,0,20,WH3,SHELF220,'2025-05-13 10:00:00',IN_STOCK
221,221,SKU35926,500,0,20,WH2,SHELF221,'2025-05-13 10:00:00',LOW_STOCK
222,222,SKU16104,500,0,20,WH1,SHELF222,'2025-05-13 10:00:00',OUT_OF_STOCK
223,223,SKU64796,500,0,20,WH3,SHELF223,'2025-05-13 10:00:00',IN_STOCK
224,224,SKU94882,500,0,20,WH2,SHELF224,'2025-05-13 10:00:00',LOW_STOCK
225,225,SKU14960,500,0,20,WH1,SHELF225,'2025-05-13 10:00:00',OUT_OF_STOCK
226,226,SKU51257,500,0,20,WH3,SHELF226,'2025-05-13 10:00:00',IN_STOCK
227,227,SKU32674,500,0,20,WH2,SHELF227,'2025-05-13 10:00:00',LOW_STOCK
228,228,SKU31755,500,0,20,WH1,SHELF228,'2025-05-13 10:00:00',OUT_OF_STOCK
229,229,SKU17894,500,0,20,WH3,SHELF229,'2025-05-13 10:00:00',IN_STOCK
230,230,SKU68872,500,0,20,WH2,SHELF230,'2025-05-13 10:00:00',LOW_STOCK
231,231,SKU90465,500,0,20,WH1,SHELF231,'2025-05-13 10:00:00',OUT_OF_STOCK
232,232,SKU28361,500,0,20,WH3,SHELF232,'2025-05-13 10:00:00',IN_STOCK
233,233,SKU44678,500,0,20,WH2,SHELF233,'2025-05-13 10:00:00',LOW_STOCK
234,234,SKU51039,500,0,20,WH1,SHELF234,'2025-05-13 10:00:00',OUT_OF_STOCK
235,235,SKU19609,500,0,20,WH3,SHELF235,'2025-05-13 10:00:00',IN_STOCK
236,236,SKU75123,500,0,20,WH2,SHELF236,'2025-05-13 10:00:00',LOW_STOCK
237,237,SKU84713,500,0,20,WH1,SHELF237,'2025-05-13 10:00:00',OUT_OF_STOCK
238,238,SKU20856,500,0,20,WH3,SHELF238,'2025-05-13 10:00:00',IN_STOCK
239,239,SKU79503,500,0,20,WH2,SHELF239,'2025-05-13 10:00:00',LOW_STOCK
240,240,SKU15830,500,0,20,WH1,SHELF240,'2025-05-13 10:00:00',OUT_OF_STOCK
241,241,SKU56541,500,0,20,WH3,SHELF241,'2025-05-13 10:00:00',IN_STOCK
242,242,SKU61407,500,0,20,WH2,SHELF242,'2025-05-13 10:00:00',LOW_STOCK
243,243,SKU24069,500,0,20,WH1,SHELF243,'2025-05-13 10:00:00',OUT_OF_STOCK
244,244,SKU39662,500,0,20,WH3,SHELF244,'2025-05-13 10:00:00',IN_STOCK
245,245,SKU15170,500,0,20,WH2,SHELF245,'2025-05-13 10:00:00',LOW_STOCK
246,246,SKU64975,500,0,20,WH1,SHELF246,'2025-05-13 10:00:00',OUT_OF_STOCK
247,247,SKU75801,500,0,20,WH3,SHELF247,'2025-05-13 10:00:00',IN_STOCK
248,248,SKU19999,500,0,20,WH2,SHELF248,'2025-05-13 10:00:00',LOW_STOCK
249,249,SKU76322,500,0,20,WH1,SHELF249,'2025-05-13 10:00:00',OUT_OF_STOCK
250,250,SKU45220,500,0,20,WH3,SHELF250,'2025-05-13 10:00:00',IN_STOCK
251,251,SKU86460,500,0,20,WH2,SHELF251,'2025-05-13 10:00:00',LOW_STOCK
252,252,SKU37935,500,0,20,WH1,SHELF252,'2025-05-13 10:00:00',OUT_OF_STOCK
253,253,SKU87235,500,0,20,WH3,SHELF253,'2025-05-13 10:00:00',IN_STOCK
254,254,SKU88024,500,0,20,WH2,SHELF254,'2025-05-13 10:00:00',LOW_STOCK
255,255,SKU13536,500,0,20,WH1,SHELF255,'2025-05-13 10:00:00',OUT_OF_STOCK
256,256,SKU50525,500,0,20,WH3,SHELF256,'2025-05-13 10:00:00',IN_STOCK
257,257,SKU69369,500,0,20,WH2,SHELF257,'2025-05-13 10:00:00',LOW_STOCK
258,258,SKU27950,500,0,20,WH1,SHELF258,'2025-05-13 10:00:00',OUT_OF_STOCK
259,259,SKU88861,500,0,20,WH3,SHELF259,'2025-05-13 10:00:00',IN_STOCK
260,260,SKU63489,500,0,20,WH2,SHELF260,'2025-05-13 10:00:00',LOW_STOCK
261,261,SKU54902,500,0,20,WH1,SHELF261,'2025-05-13 10:00:00',OUT_OF_STOCK
262,262,SKU29552,500,0,20,WH3,SHELF262,'2025-05-13 10:00:00',IN_STOCK
263,263,SKU90963,500,0,20,WH2,SHELF263,'2025-05-13 10:00:00',LOW_STOCK
264,264,SKU28962,500,0,20,WH1,SHELF264,'2025-05-13 10:00:00',OUT_OF_STOCK
265,265,SKU96880,500,0,20,WH3,SHELF265,'2025-05-13 10:00:00',IN_STOCK
266,266,SKU56649,500,0,20,WH2,SHELF266,'2025-05-13 10:00:00',LOW_STOCK
267,267,SKU83575,500,0,20,WH1,SHELF267,'2025-05-13 10:00:00',OUT_OF_STOCK
268,268,SKU34999,500,0,20,WH3,SHELF268,'2025-05-13 10:00:00',IN_STOCK
269,269,SKU83340,500,0,20,WH2,SHELF269,'2025-05-13 10:00:00',LOW_STOCK
270,270,SKU72604,500,0,20,WH1,SHELF270,'2025-05-13 10:00:00',OUT_OF_STOCK
271,271,SKU36907,500,0,20,WH3,SHELF271,'2025-05-13 10:00:00',IN_STOCK
272,272,SKU24766,500,0,20,WH2,SHELF272,'2025-05-13 10:00:00',LOW_STOCK
273,273,SKU59421,500,0,20,WH1,SHELF273,'2025-05-13 10:00:00',OUT_OF_STOCK
274,274,SKU70246,500,0,20,WH3,SHELF274,'2025-05-13 10:00:00',IN_STOCK
275,275,SKU63619,500,0,20,WH2,SHELF275,'2025-05-13 10:00:00',LOW_STOCK
276,276,SKU61626,500,0,20,WH1,SHELF276,'2025-05-13 10:00:00',OUT_OF_STOCK
277,277,SKU39810,500,0,20,WH3,SHELF277,'2025-05-13 10:00:00',IN_STOCK
278,278,"SKU85947
",500,0,20,WH2,SHELF278,'2025-05-13 10:00:00',LOW_STOCK
279,279,SKU73047,500,0,20,WH1,SHELF279,'2025-05-13 10:00:00',OUT_OF_STOCK
