id,name,category,specific_category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,img_link,product_link,combined_text,image_name,image_path
224,"Portronics Konnect L 60W PD Type C to Type C Mobile Charging Cable, 1.2M, Fast Data Sync, Tangle Resistant, TPE+Nylon Braided(Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,USBCables,249.00,499.00,50.00,4.00,1508,"[1.2 M LONG DURABLE CABLE] : The Konnect L is about 1.2 M long and this feature allows for maximum convenience of the user. Not only is the cable length ample it also is durably built which ensures that no matter how roughly its handled no harm is done to it!|[60 W PD Quick Charge For Type C] : Konnect L cable for Type C enabled smartphones has the Quick Charge feature which allows for record time efficient charging. The cable enables you to charge all your Type C enabled devices!|[TPE & NYLON BRAIDED CORD] : The cable has been designed for optimal results and keeping this in mind it has been built with TPE and has further been nylon braided to ensure longevity and safe upkeep.|[TANGLE RESISTANT] : Isn’t it frustrating when we are in a hurry to charge our devices, and while pulling out the charger find it all entangled up? This is why we came up with this feature that will not only make charging hassle free but also ensure the cable’s longevity.|[FAST DATA SYNC] : Sync data from two devices with accuracy and ultra speed. The cable allows zero glitches and ensures distortion free exchange of data. You can use the cable to transfer large amounts of data continuously from one device to another!",https://images.unsplash.com/photo-1705302625916-f78219069737?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MjU1NzR8MHwxfHJhbmRvbXx8fHx8fHx8fDE3NDI0NTczNjl8&ixlib=rb-4.0.3&q=80&w=1080,https://www.amazon.in/Portronics-Konnect-Charging-Resistant-Braided/dp/B09Q8WQ5QJ/ref=sr_1_244?qid=1672909136&s=electronics&sr=1-244,"Portronics Konnect L 60W PD Type C to Type C Mobile Charging Cable, 1.2M, Fast Data Sync, Tangle Resistant, TPE+Nylon Braided(Grey) Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables [1.2 M LONG DURABLE CABLE] : The Konnect L is about 1.2 M long and this feature allows for maximum convenience of the user. Not only is the cable length ample it also is durably built which ensures that no matter how roughly its handled no harm is done to it!|[60 W PD Quick Charge For Type C] : Konnect L cable for Type C enabled smartphones has the Quick Charge feature which allows for record time efficient charging. The cable enables you to charge all your Type C enabled devices!|[TPE & NYLON BRAIDED CORD] : The cable has been designed for optimal results and keeping this in mind it has been built with TPE and has further been nylon braided to ensure longevity and safe upkeep.|[TANGLE RESISTANT] : Isn’t it frustrating when we are in a hurry to charge our devices, and while pulling out the charger find it all entangled up? This is why we came up with this feature that will not only make charging hassle free but also ensure the cable’s longevity.|[FAST DATA SYNC] : Sync data from two devices with accuracy and ultra speed. The cable allows zero glitches and ensures distortion free exchange of data. You can use the cable to transfer large amounts of data continuously from one device to another!","Portronics_Konnect_L_60W_PD_Type_C_to_Type_C_Mobile_Charging_Cable,_1.2M,_Fast_Data_Sync,_Tangle_Res.jpg","Portronics_Konnect_L_60W_PD_Type_C_to_Type_C_Mobile_Charging_Cable,_1.2M,_Fast_Data_Sync,_Tangle_Res.jpg"
225,TATA SKY HD Connection with 1 month basic package and free installation,"Electronics|HomeTheater,TV&Video|SatelliteEquipment|SatelliteReceivers",SatelliteReceivers,1249.00,2299.00,46.00,4.00,7636,Enjoy the high definition experience with 1080i resolution|Modify or make your pack ba|Device Type High Definition Compression|Vivid colors and sharper images,https://images.unsplash.com/photo-1560803262-95a9de00a057?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MjU1NzR8MHwxfHJhbmRvbXx8fHx8fHx8fDE3NDI0NTczNjl8&ixlib=rb-4.0.3&q=80&w=1080,https://www.amazon.in/TATASKY-Connection-Month-Basic-Installation/dp/B07YZG8PPY/ref=sr_1_245?qid=1672909136&s=electronics&sr=1-245,"TATA SKY HD Connection with 1 month basic package and free installation Electronics|HomeTheater,TV&Video|SatelliteEquipment|SatelliteReceivers Enjoy the high definition experience with 1080i resolution|Modify or make your pack ba|Device Type High Definition Compression|Vivid colors and sharper images",TATA_SKY_HD_Connection_with_1_month_basic_package_and_free_installation.jpg,TATA_SKY_HD_Connection_with_1_month_basic_package_and_free_installation.jpg
226,Remote Compatible for Samsung LED/LCD Remote Control Works with Samsung LED/LCD TV by Trend Trail,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",RemoteControls,213.00,499.00,57.00,4.00,246,"Soft & Durable Keypad|Durable Quality, Rigid Body, Efficient Performance|Remotes are Quality Tested Before Shipment|Suitable with Samsung LED/LCD Tv without Smart Functions|please match image of your old remote with picture",https://images.unsplash.com/photo-1590172205940-5b6eedf7ec82?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MjU1NzR8MHwxfHJhbmRvbXx8fHx8fHx8fDE3NDI0NTczNzB8&ixlib=rb-4.0.3&q=80&w=1080,https://www.amazon.in/Remote-Compatible-Samsung-Control-Works/dp/B09H39KTTB/ref=sr_1_246?qid=1672909136&s=electronics&sr=1-246,"Remote Compatible for Samsung LED/LCD Remote Control Works with Samsung LED/LCD TV by Trend Trail Electronics|HomeTheater,TV&Video|Accessories|RemoteControls Soft & Durable Keypad|Durable Quality, Rigid Body, Efficient Performance|Remotes are Quality Tested Before Shipment|Suitable with Samsung LED/LCD Tv without Smart Functions|please match image of your old remote with picture",Remote_Compatible_for_Samsung_LEDLCD_Remote_Control_Works_with_Samsung_LEDLCD_TV_by_Trend_Trail.jpg,Remote_Compatible_for_Samsung_LEDLCD_Remote_Control_Works_with_Samsung_LEDLCD_TV_by_Trend_Trail.jpg
227,SoniVision SA-D10 SA-D100 SA-D40 Home Theater Systems Remote Compatible with Sony RM-ANU156,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",RemoteControls,209.00,499.00,58.00,4.00,479,Please Match The Image With Your Existing Remote Before Placing The Order|Best Quality Plastic Body.Soft Rubber Keypad.|All Products are checked by Testing machine Before Shipment.|Before Use Please Use New Battery|Compatible Device: SA-D10 SA-D100 SA-D40 Sony Home Theater.,https://images.unsplash.com/photo-1489769002049-ccd828976a6c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MjU1NzR8MHwxfHJhbmRvbXx8fHx8fHx8fDE3NDI0NTczNzB8&ixlib=rb-4.0.3&q=80&w=1080,https://www.amazon.in/SoniVision-SA-D100-Theater-Compatible-RM-ANU156/dp/B08DCVRW98/ref=sr_1_247?qid=1672909136&s=electronics&sr=1-247,"SoniVision SA-D10 SA-D100 SA-D40 Home Theater Systems Remote Compatible with Sony RM-ANU156 Electronics|HomeTheater,TV&Video|Accessories|RemoteControls Please Match The Image With Your Existing Remote Before Placing The Order|Best Quality Plastic Body.Soft Rubber Keypad.|All Products are checked by Testing machine Before Shipment.|Before Use Please Use New Battery|Compatible Device: SA-D10 SA-D100 SA-D40 Sony Home Theater.",SoniVision_SA-D10_SA-D100_SA-D40_Home_Theater_Systems_Remote_Compatible_with_Sony_RM-ANU156.jpg,SoniVision_SA-D10_SA-D100_SA-D40_Home_Theater_Systems_Remote_Compatible_with_Sony_RM-ANU156.jpg
228,Rts™ High Speed 3D Full HD 1080p Support (10 Meters) HDMI Male to HDMI Male Cable TV Lead 1.4V for All Hdmi Devices- Black (10M - 30 FEET),"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",HDMICables,598.00,4999.00,88.00,4.00,910,"The Rts (Radhey Techno Servies) High Speed HDMI Cable with Ethernet - Supports 3D, 4K and Audio Return Compatible with Blu-ray players, Fire TV, Apple TV, PS4, PS3, XBox one, Xbox 360, Cable Box, Roku, computers and other HDMI-enabled devices to TVs, displays, A/V receivers and more|The Rts (Radhey Techno Servies) Supports all new HDMI advanced features such as 3D, audio return channel, ethernet, dolby trueHD and DTS-HD master audio, Supports resolution 720p, 1080i, 1080p and beyond|Fully shielded heavy duty premium grade cable with soft PVC jacket, Full metal jacket connector provides strength, durability and prevents interference|Supports 3D, 4K and Audio Return, Premium construction: 28AWG Pure Copper Conductors, Triple Shielding and Gold-Plated Full Metal Jacket Connectors|Check compatibility before purchase|2 Year Warranty With Rts (Radhey Techno Servies)",https://images.unsplash.com/photo-1618022325802-7e5e732d97a1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MjU1NzR8MHwxfHJhbmRvbXx8fHx8fHx8fDE3NDI0NTczNzB8&ixlib=rb-4.0.3&q=80&w=1080,https://www.amazon.in/RTSTM-Support-10-Meters-Devices/dp/B0718ZN31Q/ref=sr_1_249?qid=1672909136&s=electronics&sr=1-249,"Rts™ High Speed 3D Full HD 1080p Support (10 Meters) HDMI Male to HDMI Male Cable TV Lead 1.4V for All Hdmi Devices- Black (10M - 30 FEET) Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables The Rts (Radhey Techno Servies) High Speed HDMI Cable with Ethernet - Supports 3D, 4K and Audio Return Compatible with Blu-ray players, Fire TV, Apple TV, PS4, PS3, XBox one, Xbox 360, Cable Box, Roku, computers and other HDMI-enabled devices to TVs, displays, A/V receivers and more|The Rts (Radhey Techno Servies) Supports all new HDMI advanced features such as 3D, audio return channel, ethernet, dolby trueHD and DTS-HD master audio, Supports resolution 720p, 1080i, 1080p and beyond|Fully shielded heavy duty premium grade cable with soft PVC jacket, Full metal jacket connector provides strength, durability and prevents interference|Supports 3D, 4K and Audio Return, Premium construction: 28AWG Pure Copper Conductors, Triple Shielding and Gold-Plated Full Metal Jacket Connectors|Check compatibility before purchase|2 Year Warranty With Rts (Radhey Techno Servies)",Rts™_High_Speed_3D_Full_HD_1080p_Support_(10_Meters)_HDMI_Male_to_HDMI_Male_Cable_TV_Lead_1.4V_for_A.jpg,Rts™_High_Speed_3D_Full_HD_1080p_Support_(10_Meters)_HDMI_Male_to_HDMI_Male_Cable_TV_Lead_1.4V_for_A.jpg
229,"boAt LTG 500 Apple MFI Certified for iPhone, iPad and iPod 2Mtr Data Cable(Metallic Silver)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,USBCables,799.00,1749.00,54.00,4.00,5626,Spaceship grade aluminium cable casing ensures long-lasting durability and reliable charging|Length: 2M,https://images.unsplash.com/photo-1557825835-70d97c4aa567?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MjU1NzR8MHwxfHJhbmRvbXx8fHx8fHx8fDE3NDI0NTczNzF8&ixlib=rb-4.0.3&q=80&w=1080,https://www.amazon.in/LTG-500-2Mtr-Cable-Metallic-Silver/dp/B0162LYSFS/ref=sr_1_250?qid=1672909136&s=electronics&sr=1-250,"boAt LTG 500 Apple MFI Certified for iPhone, iPad and iPod 2Mtr Data Cable(Metallic Silver) Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables Spaceship grade aluminium cable casing ensures long-lasting durability and reliable charging|Length: 2M","boAt_LTG_500_Apple_MFI_Certified_for_iPhone,_iPad_and_iPod_2Mtr_Data_Cable(Metallic_Silver).jpg","boAt_LTG_500_Apple_MFI_Certified_for_iPhone,_iPad_and_iPod_2Mtr_Data_Cable(Metallic_Silver).jpg"
230,Agaro Blaze USBA to micro +Type C 2in1 Braided 1.2M Cable,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,USBCables,159.00,595.00,73.00,4.00,14184,1.2 Meters Long Cable|Nylon Braided Cable|Quick Charging and Data sync ensures rapid charging at 2.4A|Alloy Shell Connectors and 100 percent Pure Copper|Sturdy and Durable with 10000 + bend lifespan,https://images.unsplash.com/photo-1728300129406-b851459a4436?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MjU1NzR8MHwxfHJhbmRvbXx8fHx8fHx8fDE3NDI0NTczNzF8&ixlib=rb-4.0.3&q=80&w=1080,https://www.amazon.in/AGARO-Type-C-Charging-Braided-1-2Meters/dp/B07PFJ5VQD/ref=sr_1_251?qid=1672909136&s=electronics&sr=1-251,Agaro Blaze USBA to micro +Type C 2in1 Braided 1.2M Cable Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables 1.2 Meters Long Cable|Nylon Braided Cable|Quick Charging and Data sync ensures rapid charging at 2.4A|Alloy Shell Connectors and 100 percent Pure Copper|Sturdy and Durable with 10000 + bend lifespan,Agaro_Blaze_USBA_to_micro_+Type_C_2in1_Braided_1.2M_Cable.jpg,Agaro_Blaze_USBA_to_micro_+Type_C_2in1_Braided_1.2M_Cable.jpg
231,AmazonBasics 6 Feet DisplayPort to DisplayPort Cable - (Not HDMI Cable) (Gold),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|DVICables,DVICables,499.00,1100.00,55.00,4.00,25177,"DisplayPort to DisplayPort cable transmits HD audio and video from computer to display (This is not an HDMI cable)|Please check resolution before connection for proper output.|Gold-plated connectors, bare copper conductors, and foil-and-braid shielding for reliable connectivity|Compliant to version 1.2 specs|works with DP, DP++, and DisplayPort++|supports video resolutions up to 4Kx2K|VESA certified",https://images.unsplash.com/photo-1518636693090-8407756ab88b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MjU1NzR8MHwxfHJhbmRvbXx8fHx8fHx8fDE3NDI0NTczNzF8&ixlib=rb-4.0.3&q=80&w=1080,https://www.amazon.in/AmazonBasics-Feet-DisplayPort-Cable/dp/B01J8S6X2I/ref=sr_1_252?qid=1672909136&s=electronics&sr=1-252,"AmazonBasics 6 Feet DisplayPort to DisplayPort Cable - (Not HDMI Cable) (Gold) Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|DVICables DisplayPort to DisplayPort cable transmits HD audio and video from computer to display (This is not an HDMI cable)|Please check resolution before connection for proper output.|Gold-plated connectors, bare copper conductors, and foil-and-braid shielding for reliable connectivity|Compliant to version 1.2 specs|works with DP, DP++, and DisplayPort++|supports video resolutions up to 4Kx2K|VESA certified",AmazonBasics_6_Feet_DisplayPort_to_DisplayPort_Cable_-_(Not_HDMI_Cable)_(Gold).jpg,AmazonBasics_6_Feet_DisplayPort_to_DisplayPort_Cable_-_(Not_HDMI_Cable)_(Gold).jpg
675,Panasonic CR-2032/5BE Lithium Coin Battery - Pack of 5,Electronics|GeneralPurposeBatteries&BatteryChargers,GeneralPurposeBatteries&BatteryChargers,225.00,250.00,10.00,4.00,26556,Used in CMOS battery|Used in car remotes|Used in calculators|Used in scientific instruments|Used in watch,https://images.unsplash.com/photo-1524673278499-6c651bf78b14?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MjU1NzR8MHwxfHJhbmRvbXx8fHx8fHx8fDE3NDI0NjEwMzJ8&ixlib=rb-4.0.3&q=80&w=1080,https://www.amazon.in/Panasonic-Lithium-CR2032-5BE-Battery/dp/B00LVMTA2A/ref=sr_1_97?qid=1672903000&s=computers&sr=1-97,Panasonic CR-2032/5BE Lithium Coin Battery - Pack of 5 Electronics|GeneralPurposeBatteries&BatteryChargers Used in CMOS battery|Used in car remotes|Used in calculators|Used in scientific instruments|Used in watch,Panasonic_CR-20325BE_Lithium_Coin_Battery_-_Pack_of_5.jpg,Panasonic_CR-20325BE_Lithium_Coin_Battery_-_Pack_of_5.jpg
232,MI 108 cm (43 inches) 5X Series 4K Ultra HD LED Smart Android TV L43M6-ES (Grey),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",SmartTelevisions,31999.00,49999.00,36.00,4.00,21252,"Note : The brands, Mi and Xiaomi, are part of the same multinational conglomerate|Resolution : 4K Ultra HD (3840 x 2160) Resolution | Refresh Rate : 60 Hertz|Connectivity: Dual Band Wi-Fi | 3 HDMI ports to connect latest gaming consoles, set top box, Blu-ray Players | 2 USB ports to connect hard drives and other USB devices | ALLM | eARC | Bluetooth 5.0 | Optical | Ethernet|Sound: 30 Watts Output | Dolby Atmos | DTS-HD|Smart TV Features : Android TV 10 | PatchWall 4 with IMDb integration | Kids Mode with Parental Lock | 300+ Free Live Channels | Universal search | Language Universe (16+ Languages) | India's Top 10 | Miracast | Supported Apps: Prime Video | Netflix | Disney + Hotstar | YouTube | Apple TV | 5000+ apps from Play Store | Quad core A55 CPU processor | Chromecast built-in | Ok Google | Far-field Mics | Auto Low Latency Mode | 2GB RAM + 16GB Storage|Display: 4K HDR | Metal Bezel-less Design | Dolby Vision | HDR10+ | HLG | Reality Flow MEMC | Vivid Picture Engine 2 | DCI-P3 94% Colour Gamut|Warranty Information: 1 year comprehensive warranty on product and 1 year additional on Panel provided by the brand from the date of purchase",https://images.unsplash.com/photo-1580913255182-e74653d44f82?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MjU1NzR8MHwxfHJhbmRvbXx8fHx8fHx8fDE3NDI0NTczNzJ8&ixlib=rb-4.0.3&q=80&w=1080,https://www.amazon.in/Inches-Ultra-Smart-Android-L43M6-ES/dp/B09MJ77786/ref=sr_1_253?qid=1672909136&s=electronics&sr=1-253,"MI 108 cm (43 inches) 5X Series 4K Ultra HD LED Smart Android TV L43M6-ES (Grey) Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions Note : The brands, Mi and Xiaomi, are part of the same multinational conglomerate|Resolution : 4K Ultra HD (3840 x 2160) Resolution | Refresh Rate : 60 Hertz|Connectivity: Dual Band Wi-Fi | 3 HDMI ports to connect latest gaming consoles, set top box, Blu-ray Players | 2 USB ports to connect hard drives and other USB devices | ALLM | eARC | Bluetooth 5.0 | Optical | Ethernet|Sound: 30 Watts Output | Dolby Atmos | DTS-HD|Smart TV Features : Android TV 10 | PatchWall 4 with IMDb integration | Kids Mode with Parental Lock | 300+ Free Live Channels | Universal search | Language Universe (16+ Languages) | India's Top 10 | Miracast | Supported Apps: Prime Video | Netflix | Disney + Hotstar | YouTube | Apple TV | 5000+ apps from Play Store | Quad core A55 CPU processor | Chromecast built-in | Ok Google | Far-field Mics | Auto Low Latency Mode | 2GB RAM + 16GB Storage|Display: 4K HDR | Metal Bezel-less Design | Dolby Vision | HDR10+ | HLG | Reality Flow MEMC | Vivid Picture Engine 2 | DCI-P3 94% Colour Gamut|Warranty Information: 1 year comprehensive warranty on product and 1 year additional on Panel provided by the brand from the date of purchase",MI_108_cm_(43_inches)_5X_Series_4K_Ultra_HD_LED_Smart_Android_TV_L43M6-ES_(Grey).jpg,MI_108_cm_(43_inches)_5X_Series_4K_Ultra_HD_LED_Smart_Android_TV_L43M6-ES_(Grey).jpg
233,Sansui 140cm (55 inches) 4K Ultra HD Certified Android LED TV with Dolby Audio & Dolby Vision JSW55ASUHD (Mystique Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",SmartTelevisions,32990.00,56790.00,42.00,4.00,567,"Resolution: 4K Ultra HD (3840x2160) | Refresh Rate: 60 hertz | Wide Viewing Angle|Connectivity: 3 HDMI ports to connect multiple devices | 2 USB ports to connect hard drives and other USB devices | Bluetooth | Wi-Fi | RJ45 | Antenna|Sound: Dolby Audio | DTS | 20 Watts Audio Output|Smart TV Features: Android 10.0, Google Assistant, Alexa Enabled Support, Built-in Chromecast | Performance: CA53 Quad Core Processor | RAM 2GB, ROM 8GB | Supported Apps: Prime Video, Netflix, Disney + Hotstar, YouTube, Google Play|Display: 4K UHD Android TV | A+ Grade Panel | Wide Colour Gamut | HDR 10 | Crystal Clear Display | High Brightness | Bezel-less Design",https://images.unsplash.com/photo-1542046436726-5244e4cdceb4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MjU1NzR8MHwxfHJhbmRvbXx8fHx8fHx8fDE3NDI0NTczNzJ8&ixlib=rb-4.0.3&q=80&w=1080,https://www.amazon.in/Sansui-Certified-Android-JSW55ASUHD-Mystique/dp/B09NNGHG22/ref=sr_1_254?qid=1672909136&s=electronics&sr=1-254,"Sansui 140cm (55 inches) 4K Ultra HD Certified Android LED TV with Dolby Audio & Dolby Vision JSW55ASUHD (Mystique Black) Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions Resolution: 4K Ultra HD (3840x2160) | Refresh Rate: 60 hertz | Wide Viewing Angle|Connectivity: 3 HDMI ports to connect multiple devices | 2 USB ports to connect hard drives and other USB devices | Bluetooth | Wi-Fi | RJ45 | Antenna|Sound: Dolby Audio | DTS | 20 Watts Audio Output|Smart TV Features: Android 10.0, Google Assistant, Alexa Enabled Support, Built-in Chromecast | Performance: CA53 Quad Core Processor | RAM 2GB, ROM 8GB | Supported Apps: Prime Video, Netflix, Disney + Hotstar, YouTube, Google Play|Display: 4K UHD Android TV | A+ Grade Panel | Wide Colour Gamut | HDR 10 | Crystal Clear Display | High Brightness | Bezel-less Design",Sansui_140cm_(55_inches)_4K_Ultra_HD_Certified_Android_LED_TV_with_Dolby_Audio_&_Dolby_Vision_JSW55A.jpg,Sansui_140cm_(55_inches)_4K_Ultra_HD_Certified_Android_LED_TV_with_Dolby_Audio_&_Dolby_Vision_JSW55A.jpg
234,LOHAYA LCD/LED Remote Compatible for Sony Bravia Smart LCD LED UHD OLED QLED 4K Ultra HD TV Remote Control with YouTube & Netflix Function [ Compatible for Sony Tv Remote Control ],"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",RemoteControls,299.00,1199.00,75.00,4.00,466,Compatible Device For Sony Smart Android tv Remote Control|Compatible Model :- rmt-tx301p gd026 klv 24r402a tx111p tx301p rm-gd032 rm-ga021 rm-ga025 rm-gd027 rmt-tx112p rmf-tx310p rmt-tx100p rmf-tx300p klv-32w512d rmt-tx111p rmt-tx202p 42w700b gd020 gd033 ed054 e4100|Remotes are checked by Testing Machine Before Shipment|Imported Generic Product Not by SONY|Please Match the Image with Your Existing Remote Before Placing the Order,https://images.unsplash.com/photo-1613332207624-1a036bc77602?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MjU1NzR8MHwxfHJhbmRvbXx8fHx8fHx8fDE3NDI0NTczNzN8&ixlib=rb-4.0.3&q=80&w=1080,https://www.amazon.in/LOHAYA-Remote-Compatible-Smart-Control/dp/B07V5YF4ND/ref=sr_1_255?qid=1672909136&s=electronics&sr=1-255,"LOHAYA LCD/LED Remote Compatible for Sony Bravia Smart LCD LED UHD OLED QLED 4K Ultra HD TV Remote Control with YouTube & Netflix Function [ Compatible for Sony Tv Remote Control ] Electronics|HomeTheater,TV&Video|Accessories|RemoteControls Compatible Device For Sony Smart Android tv Remote Control|Compatible Model :- rmt-tx301p gd026 klv 24r402a tx111p tx301p rm-gd032 rm-ga021 rm-ga025 rm-gd027 rmt-tx112p rmf-tx310p rmt-tx100p rmf-tx300p klv-32w512d rmt-tx111p rmt-tx202p 42w700b gd020 gd033 ed054 e4100|Remotes are checked by Testing Machine Before Shipment|Imported Generic Product Not by SONY|Please Match the Image with Your Existing Remote Before Placing the Order",LOHAYA_LCDLED_Remote_Compatible_for_Sony_Bravia_Smart_LCD_LED_UHD_OLED_QLED_4K_Ultra_HD_TV_Remote_Co.jpg,LOHAYA_LCDLED_Remote_Compatible_for_Sony_Bravia_Smart_LCD_LED_UHD_OLED_QLED_4K_Ultra_HD_TV_Remote_Co.jpg
235,"Zebronics CU3100V Fast charging Type C cable with QC 18W support, 3A max capacity, 1 meter braided cable, Data transfer and Superior durability (Braided Black )",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,USBCables,128.00,549.00,77.00,4.00,61,"Fast charging support for various smart phones with the standard QC 18W support (using compatible USB charger).|Maximum 3A current carrying capacity for efficient charging speed.|1 meter Braided cable for durability and long term usage.|Transfer files to & from your smartphone with your Laptop / Computer easily, using the ZEB-CU3100V Type C cable.|High quality mould and premium finish to provide the best usage experience.",https://images.unsplash.com/photo-1618224619763-c26996a38420?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MjU1NzR8MHwxfHJhbmRvbXx8fHx8fHx8fDE3NDI0NTczNzN8&ixlib=rb-4.0.3&q=80&w=1080,https://www.amazon.in/Zebronics-charging-capacity-durability-Black/dp/B0B65P827P/ref=sr_1_256?qid=1672909136&s=electronics&sr=1-256,"Zebronics CU3100V Fast charging Type C cable with QC 18W support, 3A max capacity, 1 meter braided cable, Data transfer and Superior durability (Braided Black ) Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables Fast charging support for various smart phones with the standard QC 18W support (using compatible USB charger).|Maximum 3A current carrying capacity for efficient charging speed.|1 meter Braided cable for durability and long term usage.|Transfer files to & from your smartphone with your Laptop / Computer easily, using the ZEB-CU3100V Type C cable.|High quality mould and premium finish to provide the best usage experience.","Zebronics_CU3100V_Fast_charging_Type_C_cable_with_QC_18W_support,_3A_max_capacity,_1_meter_braided_c.jpg","Zebronics_CU3100V_Fast_charging_Type_C_cable_with_QC_18W_support,_3A_max_capacity,_1_meter_braided_c.jpg"
888,"Camel Artist Acrylic Color Box - 9ml Tubes, 12 Shades",Home&Kitchen|CraftMaterials|PaintingMaterials|Paints,Paints,310.00,310.00,0.00,4.00,5882,Set of 12 assorted Shades in 9 ml tubes,https://pixabay.com/get/gef28f0e789c562591a95b698a235a784aabac03112dae56f02949ec069c9430be27586bd547dfc4f589f1d40a5f7c78cff3be55a97432e133a0f321571edcdb4_640.jpg,https://www.amazon.in/Camel-Camlin-Kokuyo-Acrylic-Color/dp/B00KIE28X0/ref=sr_1_334?qid=1672903011&s=computers&sr=1-334,"Camel Artist Acrylic Color Box - 9ml Tubes, 12 Shades Home&Kitchen|CraftMaterials|PaintingMaterials|Paints Set of 12 assorted Shades in 9 ml tubes","Camel_Artist_Acrylic_Color_Box_-_9ml_Tubes,_12_Shades.jpg","Camel_Artist_Acrylic_Color_Box_-_9ml_Tubes,_12_Shades.jpg"
